date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:09:18	32110/32110	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Dec%202024%2001:10:22%20GMT	https://www.dryve.com.br/legal/termos-de-uso	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/legal/termos-de-uso.html	(from https://www.dryve.com.br/assinatura)
04:09:18	65302/65302	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2015:10:11%20GMT	https://www.dryve.com.br/	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/index.html	(from https://www.dryve.com.br/assinatura)
04:09:18	3925/3925	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2015:12:00%20GMT	https://www.dryve.com.br/chatbot-assinatura	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/chatbot-assinatura.html	(from https://www.dryve.com.br/assinatura)
04:09:18	71315/71315	---M--	200	added ('OK')	image/png	etag:%22957a783c52aec24f5858d81cd058256e%22	https://cdn.prod.website-files.com/623224eb4a92497822edea4d/66339966b659e7291af6be29_fiorino.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/623224eb4a92497822edea4d/66339966b659e7291af6be29_fiorino.png	(from https://www.dryve.com.br/assinatura)
04:09:18	815/815	---M--	200	added ('OK')	image/png	etag:%2293069941110ba8370568c2e07585816a%22	https://cdn.prod.website-files.com/623224eb4a92497822edea4d/644aa81fc321eb8883e301f9_star.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/623224eb4a92497822edea4d/644aa81fc321eb8883e301f9_star.png	(from https://www.dryve.com.br/assinatura)
04:09:19	4109/4109	---M--	200	added ('OK')	image/png	etag:%22790eb0c1e21ab150a14de135883913c4%22	https://cdn.prod.website-files.com/623224eb4a92497822edea4d/644aa8682a5d9664a4d292fe_img-avatar.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/623224eb4a92497822edea4d/644aa8682a5d9664a4d292fe_img-avatar.png	(from https://www.dryve.com.br/assinatura)
04:09:19	5476/5476	---M--	200	added ('OK')	image/png	etag:%22a494eaa6d3444992049d912009cff124%22	https://cdn.prod.website-files.com/623224eb4a92497822edea4d/644aa935575230edbda86f0b_img-avatar2.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/623224eb4a92497822edea4d/644aa935575230edbda86f0b_img-avatar2.png	(from https://www.dryve.com.br/assinatura)
04:09:19	4662/4662	---M--	200	added ('OK')	image/png	etag:%22e9eacfbcb4e6e0b7d21dce612621dc02%22	https://cdn.prod.website-files.com/623224eb4a92497822edea4d/644aa935a21c87a482e2a1ce_img-avatar3.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/623224eb4a92497822edea4d/644aa935a21c87a482e2a1ce_img-avatar3.png	(from https://www.dryve.com.br/assinatura)
04:09:19	4160/4160	---M--	200	added ('OK')	image/png	etag:%22e46761f2e2137ed254dc0b509ba9a5aa%22	https://cdn.prod.website-files.com/623224eb4a92497822edea4d/644aa934b4060d700fdcbc56_img-avatar4.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/623224eb4a92497822edea4d/644aa934b4060d700fdcbc56_img-avatar4.png	(from https://www.dryve.com.br/assinatura)
04:09:20	24813/24813	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2015:28:56%20GMT	https://www.dryve.com.br/assistente-dryve-seja-um-agente	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/assistente-dryve-seja-um-agente.html	(from https://www.dryve.com.br/assinatura)
04:09:20	24716/24716	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2016:13:03%20GMT	https://www.dryve.com.br/central-de-ajuda	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/central-de-ajuda.html	(from https://www.dryve.com.br/assinatura)
04:09:20	46551/46551	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2015:16:33%20GMT	https://www.dryve.com.br/legal/regulamento-do-agente	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/legal/regulamento-do-agente.html	(from https://www.dryve.com.br/assinatura)
04:09:20	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=623224eb4a92497822edea4d	C:/Users/gggggggggggggggggggg/Desktop/dryvev/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c86a36.js	(from https://www.dryve.com.br/assinatura)
04:09:20	360285/360285	---M-Z	200	added ('OK')	text/javascript	etag:%22ac62169228775b611f88a0fdc999bd87%22	https://cdn.prod.website-files.com/623224eb4a92497822edea4d/js/dryve-website.1de3c226f.js	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/623224eb4a92497822edea4d/js/dryve-website.1de3c226f.js	(from https://www.dryve.com.br/assinatura)
04:09:21	9230/9230	---M-Z	200	added ('OK')	application/javascript	etag:W/%2264e73b34-240e%22	https://client.crisp.chat/l.js	C:/Users/gggggggggggggggggggg/Desktop/dryvev/client.crisp.chat/l.js	(from https://www.dryve.com.br/assinatura)
04:09:21	8327/8327	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec3-2087%22	https://cdnjs.cloudflare.com/ajax/libs/jquery.mask/1.14.16/jquery.mask.min.js	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdnjs.cloudflare.com/ajax/libs/jquery.mask/1.14.16/jquery.mask.min.js	(from https://www.dryve.com.br/assinatura)
04:09:22	402877/402877	---MCZ	200	added ('OK')	text/javascript	etag:W/%22eefa64073212bad843c8a454cd280c36%22	https://cdn.leadster.com.br/neurolead/neurolead.min.js	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.leadster.com.br/neurolead/neurolead.min.js	(from https://www.dryve.com.br/assinatura)
04:09:22	6369/6369	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2006%20Dec%202024%2007:09:20%20GMT	https://www.dryve.com.br/a	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/a.19.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
04:09:23	6369/6369	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2006%20Dec%202024%2007:09:20%20GMT	https://www.dryve.com.br/POST	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/POST	(from https://connect.facebook.net/en_US/fbevents.js)
04:09:23	6369/6369	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2006%20Dec%202024%2007:09:21%20GMT	https://www.dryve.com.br/b.resolvedLink	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
04:09:23	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Dec%202024%2007:09:21%20GMT	https://www.dryve.com.br/schema.org/	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
04:09:23	6369/6369	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2006%20Dec%202024%2007:09:21%20GMT	https://www.dryve.com.br/signals/iwl.js	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
04:09:23	15644/15644	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cb3a558493d2ee4039bff376b28477d5%22	https://www.dryve.com.br/carreiras	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/carreiras	(from https://www.dryve.com.br/legal/politica-de-privacidade)
04:09:24	43984/43984	---M--	200	added ('OK')	image/png	etag:%22826eff9a961952ac1fe7c307c14829b1%22	https://cdn.prod.website-files.com/623224eb4a92497822edea4d/624c7e5bced46159cb03fbbc_dryve-webclip.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/623224eb4a92497822edea4d/624c7e5bced46159cb03fbbc_dryve-webclip.png	(from https://www.dryve.com.br/)
04:09:24	5142/5142	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2018:14:04%20GMT	https://www.dryve.com.br/app	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/app.html	(from https://www.dryve.com.br/)
04:09:24	21537/21537	---M--	200	added ('OK')	image/png	etag:%22d6071e44a6aaba72e38bed3afd1e3ead%22	https://cdn.prod.website-files.com/623224eb4a92497822edea4d/6672edef0834a766dc03f716_Cabover-4x2-Truck-Exterior-Only.I01-1.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/623224eb4a92497822edea4d/6672edef0834a766dc03f716_Cabover-4x2-Truck-Exterior-Only.I01-1.png	(from https://www.dryve.com.br/)
04:09:25	351227/351227	---M--	200	added ('OK')	image/png	etag:%2257f8c647eb7b560122447eae8ee51f60%22	https://cdn.prod.website-files.com/623224eb4a92497822edea4d/6671e5c928208f33e7afcb50_Homem-3-1.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/623224eb4a92497822edea4d/6671e5c928208f33e7afcb50_Homem-3-1.png	(from https://www.dryve.com.br/)
04:09:25	507303/507303	---M--	200	added ('OK')	image/png	etag:%2282291171cadcdd2024120f78f36639bd%22	https://cdn.prod.website-files.com/623224eb4a92497822edea4d/6672d5c38f9eee631b8371a3_t-cross-azul_11zon-1.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/623224eb4a92497822edea4d/6672d5c38f9eee631b8371a3_t-cross-azul_11zon-1.png	(from https://www.dryve.com.br/)
04:09:25	320216/320216	---M--	200	added ('OK')	image/png	etag:%22b630752bae0761937c6076fb2c2e9940%22	https://cdn.prod.website-files.com/623224eb4a92497822edea4d/667330bdf3a4542ac3eedbbc_a_successful_person_with_folded_arms_posing_isolated_on_a_transp.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/623224eb4a92497822edea4d/667330bdf3a4542ac3eedbbc_a_successful_person_with_folded_arms_posing_isolated_on_a_transp.png	(from https://www.dryve.com.br/)
04:09:26	47063/47063	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Dec%202024%2001:10:20%20GMT	https://www.dryve.com.br/blog	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/blog.html	(from https://www.dryve.com.br/)
04:09:26	21153/21153	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2021:25:15%20GMT	https://www.dryve.com.br/blog/5-erros-na-gestao-de-clientes-que-voce-deve-evitar	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/blog/5-erros-na-gestao-de-clientes-que-voce-deve-evitar.html	(from https://www.dryve.com.br/)
04:09:27	2274759/2274759	---M--	200	added ('OK')	image/png	etag:%22443180fcdab3e7b94d4c062f8b67ee19%22	https://cdn.prod.website-files.com/625042fc4e8fc47356bafff7/673ba424a53447f0d2492784_Thumbnail.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/625042fc4e8fc47356bafff7/673ba424a53447f0d2492784_Thumbnail.png	(from https://www.dryve.com.br/)
04:09:27	21350/21350	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2021:25:16%20GMT	https://www.dryve.com.br/blog/5-estrategias-eficientes-para-revenda-de-automoveis-e-motos	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/blog/5-estrategias-eficientes-para-revenda-de-automoveis-e-motos.html	(from https://www.dryve.com.br/)
04:09:27	2314347/2314347	---M--	200	added ('OK')	image/png	etag:%220ca3f6f0d7ace5d821e1ee13d254afa8%22	https://cdn.prod.website-files.com/625042fc4e8fc47356bafff7/673c9573b7c2babe9cb36348_Thumbnail-2.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/625042fc4e8fc47356bafff7/673c9573b7c2babe9cb36348_Thumbnail-2.png	(from https://www.dryve.com.br/)
04:09:28	22684/22684	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2021:25:18%20GMT	https://www.dryve.com.br/blog/4-erros-comuns-em-sites-de-automoveis-e-como-corrigi-los	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/blog/4-erros-comuns-em-sites-de-automoveis-e-como-corrigi-los.html	(from https://www.dryve.com.br/)
04:09:28	1723397/1723397	---M--	200	added ('OK')	image/png	etag:%22776934456b65c28d5a2e44d61671d980%22	https://cdn.prod.website-files.com/625042fc4e8fc47356bafff7/6732170ff7afe0c08ec77d63_Thumbnail.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/625042fc4e8fc47356bafff7/6732170ff7afe0c08ec77d63_Thumbnail.png	(from https://www.dryve.com.br/)
04:09:28	543834/543834	---M--	200	added ('OK')	image/png	etag:%22a47f4bcaa6ad94976059ae13d2fecbc2%22	https://cdn.prod.website-files.com/623224eb4a92497822edea4d/66733b4a60ba04f5d2a659a4_mulheres-jovens-felizes-segurando-seu-celular-e-olhando-para-o-f.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/623224eb4a92497822edea4d/66733b4a60ba04f5d2a659a4_mulheres-jovens-felizes-segurando-seu-celular-e-olhando-para-o-f.png	(from https://www.dryve.com.br/)
04:09:28	11699/11699	---M-Z	200	added ('OK')	application/javascript	etag:%225eb04010-2db3%22	https://cdnjs.cloudflare.com/ajax/libs/typed.js/2.0.10/typed.min.js	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdnjs.cloudflare.com/ajax/libs/typed.js/2.0.10/typed.min.js	(from https://www.dryve.com.br/)
04:09:29	85046/85046	---M--	200	added ('OK')	image/png	etag:%2232df7721e809904acf3032c8f4df6cb6%22	https://cdn.prod.website-files.com/623224eb4a92497822edea4d/62436192e617b24ef435ae6a_img-car-scroll.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/623224eb4a92497822edea4d/62436192e617b24ef435ae6a_img-car-scroll.png	(from https://www.dryve.com.br/como-funciona)
04:09:29	29743/29743	---M--	200	added ('OK')	image/png	etag:%22a43c6fa25a6a0ee1e44fbfef49527ae5%22	https://cdn.prod.website-files.com/623224eb4a92497822edea4d/62436192e617b2a32335ae62_img-timeline-emanalise.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/623224eb4a92497822edea4d/62436192e617b2a32335ae62_img-timeline-emanalise.png	(from https://www.dryve.com.br/como-funciona)
04:09:29	27300/27300	---M--	200	added ('OK')	image/png	etag:%22b0e8fa3a4c09781e40d3964f26fa4281%22	https://cdn.prod.website-files.com/623224eb4a92497822edea4d/62436192e617b2220435ae65_img-timeline-proposta.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/623224eb4a92497822edea4d/62436192e617b2220435ae65_img-timeline-proposta.png	(from https://www.dryve.com.br/como-funciona)
04:09:29	93832/93832	---M--	200	added ('OK')	image/png	etag:%22dd08a41ddd30773518984fcb0e5486a9%22	https://cdn.prod.website-files.com/623224eb4a92497822edea4d/62507de2eea85fe8c5f4ac57_img-aprovacao-comofunciona.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/623224eb4a92497822edea4d/62507de2eea85fe8c5f4ac57_img-aprovacao-comofunciona.png	(from https://www.dryve.com.br/como-funciona)
04:09:30	12862/12862	---M--	200	added ('OK')	image/png	etag:%2295d1420e7feb3ce70e84ae66ab61f024%22	https://cdn.prod.website-files.com/623224eb4a92497822edea4d/62507cc012a5e0e7a6bcb83c_img-prova-de-vida-comofunciona.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/623224eb4a92497822edea4d/62507cc012a5e0e7a6bcb83c_img-prova-de-vida-comofunciona.png	(from https://www.dryve.com.br/como-funciona)
04:09:30	18914/18914	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Dec%202024%2001:10:32%20GMT	https://www.dryve.com.br/duvidas-frequentes/quero-financiar/a-dryve-cobra-para-fazer-analise-de-credito	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/duvidas-frequentes/quero-financiar/a-dryve-cobra-para-fazer-analise-de-credito.html	(from https://www.dryve.com.br/central-de-ajuda)
04:09:31	18043/18043	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Dec%202024%2001:10:21%20GMT	https://www.dryve.com.br/duvidas-frequentes/quero-ser-um-agente/o-que-preciso-para-ser-um-agente-autorizado	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/duvidas-frequentes/quero-ser-um-agente/o-que-preciso-para-ser-um-agente-autorizado.html	(from https://www.dryve.com.br/central-de-ajuda)
04:09:31	6369/6369	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2006%20Dec%202024%2007:09:29%20GMT	https://www.dryve.com.br/POST	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/POST.html	(from https://connect.facebook.net/en_US/fbevents.js)
04:09:31	6368/6368	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2006%20Dec%202024%2007:09:29%20GMT	https://www.dryve.com.br/schema.org	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/schema.34.delayed	(from https://www.dryve.com.br/schema.org/)
04:09:32	89476/89476	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d84%22	https://code.jquery.com/jquery-3.5.1.min.js	C:/Users/gggggggggggggggggggg/Desktop/dryvev/code.jquery.com/jquery-3.5.1.min.js	(from https://www.dryve.com.br/app)
04:09:32	23115/23115	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a4b-PT05vO68/Eb2gc6xYWwNzdj8FTo%22	https://cdn.jsdelivr.net/npm/@finsweet/attributes-cmsfilter@1/cmsfilter.js	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.jsdelivr.net/npm/@finsweet/attributes-cmsfilter@1/cmsfilter.js	(from https://www.dryve.com.br/blog)
04:09:32	6369/6369	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2006%20Dec%202024%2007:09:29%20GMT	https://www.dryve.com.br/b.resolvedLink	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/b.html	(from https://connect.facebook.net/en_US/fbevents.js)
04:09:32	6368/6368	---M--	502	error ('Bad%20Gateway')	text/html	date:Fri,%2006%20Dec%202024%2007:09:29%20GMT	https://www.dryve.com.br/signals/iwl.js	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/signals/iwl.html	(from https://connect.facebook.net/en_US/fbevents.js)
04:09:33	21969/21969	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Dec%202024%2001:10:23%20GMT	https://www.dryve.com.br/blog/7-passos-para-desenvolver-a-oratoria-e-alavancar-suas-vendas	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/blog/7-passos-para-desenvolver-a-oratoria-e-alavancar-suas-vendas.html	(from https://www.dryve.com.br/blog)
04:09:33	1838334/1838334	---M--	200	added ('OK')	image/png	etag:%22f74efc432b1e3b4cfb08a54f7618e1d7%22	https://cdn.prod.website-files.com/625042fc4e8fc47356bafff7/673ba79661242772ddd30f58_Thumbnail.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/625042fc4e8fc47356bafff7/673ba79661242772ddd30f58_Thumbnail.png	(from https://www.dryve.com.br/blog)
04:09:33	21672/21672	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Dec%202024%2001:10:24%20GMT	https://www.dryve.com.br/blog/5-vantagens-de-ter-uma-loja-virtual-para-venda-de-veiculos	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/blog/5-vantagens-de-ter-uma-loja-virtual-para-venda-de-veiculos.html	(from https://www.dryve.com.br/blog)
04:09:33	1785079/1785079	---M--	200	added ('OK')	image/png	etag:%22fde222cce0d4cf49d0d0015135f1f759%22	https://cdn.prod.website-files.com/625042fc4e8fc47356bafff7/673b9d730fd05e2e9b73b776_Thumbnail.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/625042fc4e8fc47356bafff7/673b9d730fd05e2e9b73b776_Thumbnail.png	(from https://www.dryve.com.br/blog)
04:09:34	21641/21641	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Dec%202024%2001:10:36%20GMT	https://www.dryve.com.br/blog/5-beneficios-do-pos-venda-para-sua-concessionaria-de-veiculos	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/blog/5-beneficios-do-pos-venda-para-sua-concessionaria-de-veiculos.html	(from https://www.dryve.com.br/blog)
04:09:34	1897055/1897055	---M--	200	added ('OK')	image/png	etag:%2270e00bc37e27351b49f2ff57ef29c5a1%22	https://cdn.prod.website-files.com/625042fc4e8fc47356bafff7/6732373dcab245837e59e2a4_Thumbnail.png	C:/Users/gggggggggggggggggggg/Desktop/dryvev/cdn.prod.website-files.com/625042fc4e8fc47356bafff7/6732373dcab245837e59e2a4_Thumbnail.png	(from https://www.dryve.com.br/blog)
04:09:35	31944/31944	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Dec%202024%2001:10:27%20GMT	https://www.dryve.com.br/blog-artigos	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/blog-artigos.html	(from https://www.dryve.com.br/blog)
04:09:35	18361/18361	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Dec%202024%2001:10:33%20GMT	https://www.dryve.com.br/duvidas-frequentes/quero-financiar/quais-os-tipos-de-veiculo-posso-financiar	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/duvidas-frequentes/quero-financiar/quais-os-tipos-de-veiculo-posso-financiar.html	(from https://www.dryve.com.br/duvidas-frequentes/quero-financiar/a-dryve-cobra-para-fazer-analise-de-credito)
04:09:35	18414/18414	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2019:40:11%20GMT	https://www.dryve.com.br/duvidas-frequentes/quero-financiar/o-que-e-preciso-para-financiar-com-a-dryve	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/duvidas-frequentes/quero-financiar/o-que-e-preciso-para-financiar-com-a-dryve.html	(from https://www.dryve.com.br/duvidas-frequentes/quero-financiar/a-dryve-cobra-para-fazer-analise-de-credito)
04:09:35	18484/18484	---MCZ	200	added ('OK')	text/html	date:Fri,%2006%20Dec%202024%2001:10:34%20GMT	https://www.dryve.com.br/duvidas-frequentes/quero-financiar/posso-financiar-um-veiculo-particular-com-a-dryve	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/duvidas-frequentes/quero-financiar/posso-financiar-um-veiculo-particular-com-a-dryve.html	(from https://www.dryve.com.br/duvidas-frequentes/quero-financiar/a-dryve-cobra-para-fazer-analise-de-credito)
04:09:35	18644/18644	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2016:26:27%20GMT	https://www.dryve.com.br/duvidas-frequentes/quero-financiar/a-dryve-garante-a-aprovacao-do-credito	C:/Users/gggggggggggggggggggg/Desktop/dryvev/www.dryve.com.br/duvidas-frequentes/quero-financiar/a-dryve-garante-a-aprovacao-do-credito.html	(from https://www.dryve.com.br/duvidas-frequentes/quero-financiar/a-dryve-cobra-para-fazer-analise-de-credito)
